iter_times,mean,var
1,39.3,0.0
2,39.3,0.0
3,39.3,0.0
4,39.3,0.0
5,39.3,0.0
6,39.3,0.0
7,39.3,0.0
8,39.3,0.0
9,39.3,0.0
10,39.3,0.0
11,39.3,0.0
12,39.3,0.0
13,39.3,0.0
14,39.3,0.0
15,35.78347805635532,7.863182110359191
16,35.78347805635532,7.863182110359191
17,35.78347805635532,7.863182110359191
18,35.78347805635532,7.863182110359191
19,35.78347805635532,7.863182110359191
20,35.78347805635532,7.863182110359191
21,35.78347805635532,7.863182110359191
22,35.78347805635532,7.863182110359191
23,35.78347805635532,7.863182110359191
24,35.78347805635532,7.863182110359191
25,35.78347805635532,7.863182110359191
26,33.33044521939418,8.387557683711263
27,33.33044521939418,8.387557683711263
28,33.33044521939418,8.387557683711263
29,33.33044521939418,8.387557683711263
30,33.33044521939418,8.387557683711263
31,33.33044521939418,8.387557683711263
32,33.33044521939418,8.387557683711263
33,29.576574360356233,8.771813111694522
34,29.576574360356233,8.771813111694522
35,29.576574360356233,8.771813111694522
36,29.576574360356233,8.771813111694522
37,29.576574360356233,8.771813111694522
38,29.576574360356233,8.771813111694522
39,29.576574360356233,8.771813111694522
40,29.576574360356233,8.771813111694522
41,29.576574360356233,8.771813111694522
42,29.576574360356233,8.771813111694522
43,29.57422487214193,8.774445596041208
44,29.57422487214193,8.774445596041208
45,29.57422487214193,8.774445596041208
46,29.57422487214193,8.774445596041208
47,29.57422487214193,8.774445596041208
48,29.57422487214193,8.774445596041208
49,29.57422487214193,8.774445596041208
50,29.57422487214193,8.774445596041208
51,29.57422487214193,8.774445596041208
52,29.57422487214193,8.774445596041208
53,29.57422487214193,8.774445596041208
54,27.984148910167807,11.049804120641587
55,27.984148910167807,11.049804120641587
56,27.984148910167807,11.049804120641587
57,25.675271414731547,9.362167934394533
58,24.868111162350996,9.94575501412995
59,24.868111162350996,9.94575501412995
60,24.868111162350996,9.94575501412995
61,24.868111162350996,9.94575501412995
62,24.22196532361712,10.6128881492925
63,24.22196532361712,10.6128881492925
64,24.22196532361712,10.6128881492925
65,24.22196532361712,10.6128881492925
66,24.22196532361712,10.6128881492925
67,24.21276269828866,10.623506395562085
68,21.69022422009216,11.960570373608657
69,21.69022422009216,11.960570373608657
70,21.69022422009216,11.960570373608657
71,21.69022422009216,11.960570373608657
72,19.50963170186379,10.944424412176215
73,16.809508298568353,5.34411080291657
74,16.809508298568353,5.34411080291657
75,16.809508298568353,5.34411080291657
76,16.809508298568353,5.34411080291657
77,16.809508298568353,5.34411080291657
78,16.722345129440217,5.179724459491875
79,16.722345129440217,5.179724459491875
80,16.722345129440217,5.179724459491875
81,16.722345129440217,5.179724459491875
82,16.722345129440217,5.179724459491875
83,16.722345129440217,5.179724459491875
84,16.722345129440217,5.179724459491875
85,16.722345129440217,5.179724459491875
86,16.722345129440217,5.179724459491875
87,16.722345129440217,5.179724459491875
88,16.722345129440217,5.179724459491875
89,16.722345129440217,5.179724459491875
90,16.722345129440217,5.179724459491875
91,16.722345129440217,5.179724459491875
92,16.722345129440217,5.179724459491875
93,16.722345129440217,5.179724459491875
94,16.722345129440217,5.179724459491875
95,16.722345129440217,5.179724459491875
96,16.722345129440217,5.179724459491875
97,16.722345129440217,5.179724459491875
98,16.722345129440217,5.179724459491875
99,16.722345129440217,5.179724459491875
100,16.722345129440217,5.179724459491875
101,16.722345129440217,5.179724459491875
102,16.722345129440217,5.179724459491875
103,16.722345129440217,5.179724459491875
104,16.722345129440217,5.179724459491875
105,16.722345129440217,5.179724459491875
106,16.722345129440217,5.179724459491875
107,16.722345129440217,5.179724459491875
108,16.722345129440217,5.179724459491875
109,16.722345129440217,5.179724459491875
110,15.462336550987231,5.126071940827792
111,15.462336550987231,5.126071940827792
112,15.462336550987231,5.126071940827792
113,15.462336550987231,5.126071940827792
114,15.462336550987231,5.126071940827792
115,15.462336550987231,5.126071940827792
116,15.462336550987231,5.126071940827792
117,15.462336550987231,5.126071940827792
118,15.462336550987231,5.126071940827792
119,15.462336550987231,5.126071940827792
120,15.462336550987231,5.126071940827792
121,15.462336550987231,5.126071940827792
122,15.316366124811632,5.219072124281142
123,15.180195905363703,5.2881443234554855
124,15.180195905363703,5.2881443234554855
125,15.180195905363703,5.2881443234554855
126,15.180195905363703,5.2881443234554855
127,15.180195905363703,5.2881443234554855
128,15.180195905363703,5.2881443234554855
129,15.180195905363703,5.2881443234554855
130,15.180195905363703,5.2881443234554855
131,15.180195905363703,5.2881443234554855
132,15.180195905363703,5.2881443234554855
133,14.277824940093216,3.32269182743115
134,14.277824940093216,3.32269182743115
135,14.277824940093216,3.32269182743115
136,14.277824940093216,3.32269182743115
137,14.277824940093216,3.32269182743115
138,14.277824940093216,3.32269182743115
139,14.277824940093216,3.32269182743115
140,14.277824940093216,3.32269182743115
141,14.207149575251998,3.171529465531073
142,14.207149575251998,3.171529465531073
143,14.207149575251998,3.171529465531073
144,14.207149575251998,3.171529465531073
145,14.207149575251998,3.171529465531073
146,14.207149575251998,3.171529465531073
147,14.207149575251998,3.171529465531073
148,14.207149575251998,3.171529465531073
149,14.207149575251998,3.171529465531073
150,14.207149575251998,3.171529465531073
151,14.207149575251998,3.171529465531073
152,14.207149575251998,3.171529465531073
153,14.207149575251998,3.171529465531073
154,14.207149575251998,3.171529465531073
155,14.207149575251998,3.171529465531073
156,14.207149575251998,3.171529465531073
157,14.207149575251998,3.171529465531073
158,14.207149575251998,3.171529465531073
159,14.207149575251998,3.171529465531073
160,14.207149575251998,3.171529465531073
161,14.207149575251998,3.171529465531073
162,14.207149575251998,3.171529465531073
163,14.207149575251998,3.171529465531073
164,14.207149575251998,3.171529465531073
165,14.207149575251998,3.171529465531073
166,14.207149575251998,3.171529465531073
167,14.207149575251998,3.171529465531073
168,14.207149575251998,3.171529465531073
169,14.207149575251998,3.171529465531073
170,14.207149575251998,3.171529465531073
171,14.189078559505475,3.1329875788990087
172,14.189078559505475,3.1329875788990087
173,14.189078559505475,3.1329875788990087
174,14.189078559505475,3.1329875788990087
175,14.189078559505475,3.1329875788990087
176,14.189078559505475,3.1329875788990087
177,14.189078559505475,3.1329875788990087
178,14.189078559505475,3.1329875788990087
179,14.189078559505475,3.1329875788990087
180,14.179060352329017,3.1169418850561916
181,14.179060352329017,3.1169418850561916
182,14.179060352329017,3.1169418850561916
183,14.179060352329017,3.1169418850561916
184,14.179060352329017,3.1169418850561916
185,14.179060352329017,3.1169418850561916
186,14.176984069225771,3.1167671161260215
187,14.17431439639257,3.1186976362155656
188,14.17431439639257,3.1186976362155656
189,14.17431439639257,3.1186976362155656
190,14.17431439639257,3.1186976362155656
191,14.17431439639257,3.1186976362155656
