iter_times,mean,var
1,0.00025284,0.0
2,0.00025284,0.0
3,0.00024898447942196,8.621206101146723e-06
4,0.00024578670172594,9.727865198837731e-06
5,0.00024174195640910002,1.0252277640190699e-05
6,0.00023810866752278,1.5665563897022392e-05
7,0.00023421670043354,1.3334627042978982e-05
8,0.00023016839240025999,2.121878245476497e-05
9,0.00023016839240025999,2.121878245476497e-05
10,0.00023016839240025999,2.121878245476497e-05
11,0.00022894673004513998,1.9709297287716556e-05
12,0.00022894673004513998,1.9709297287716556e-05
13,0.00022602487765456,2.010815372833945e-05
14,0.00022516314853120002,1.906414376448471e-05
15,0.00022516314853120002,1.906414376448471e-05
16,0.00022516314853120002,1.906414376448471e-05
17,0.00022516314853120002,1.906414376448471e-05
18,0.00022516314853120002,1.906414376448471e-05
19,0.00022516314853120002,1.906414376448471e-05
20,0.00022516314853120002,1.906414376448471e-05
21,0.00022516314853120002,1.906414376448471e-05
22,0.00022223862798344002,1.7909535444547825e-05
23,0.00022223862798344002,1.7909535444547825e-05
24,0.00022223862798344002,1.7909535444547825e-05
25,0.00022223862798344002,1.7909535444547825e-05
26,0.00022106394141584003,1.6611689086955842e-05
27,0.00022106394141584003,1.6611689086955842e-05
28,0.00022106394141584003,1.6611689086955842e-05
29,0.00022106394141584003,1.6611689086955842e-05
30,0.00022106394141584003,1.6611689086955842e-05
31,0.00022106394141584003,1.6611689086955842e-05
32,0.00022106394141584003,1.6611689086955842e-05
33,0.00022106394141584003,1.6611689086955842e-05
34,0.00022106394141584003,1.6611689086955842e-05
35,0.00022106394141584003,1.6611689086955842e-05
36,0.00022106394141584003,1.6611689086955842e-05
37,0.00021881198851168003,1.7846983763308674e-05
38,0.00021597535716994,1.4642337242038242e-05
39,0.00021037612206016,1.6841111716943876e-05
40,0.00021037612206016,1.6841111716943876e-05
41,0.00020805398535951998,1.386481766629882e-05
42,0.00020805398535951998,1.386481766629882e-05
43,0.00020805398535951998,1.386481766629882e-05
44,0.00020805398535951998,1.386481766629882e-05
45,0.00020805398535951998,1.386481766629882e-05
46,0.00020805398535951998,1.386481766629882e-05
47,0.00020805398535951998,1.386481766629882e-05
48,0.00020805398535951998,1.386481766629882e-05
49,0.00019560932508012,2.4925904448546645e-05
50,0.00019560932508012,2.4925904448546645e-05
51,0.00019560932508012,2.4925904448546645e-05
52,0.00019560932508012,2.4925904448546645e-05
53,0.00019560932508012,2.4925904448546645e-05
54,0.00018332728828005998,1.895880135356429e-05
55,0.00018332728828005998,1.895880135356429e-05
56,0.00018332728828005998,1.895880135356429e-05
57,0.00018332728828005998,1.895880135356429e-05
58,0.00018332728828005998,1.895880135356429e-05
59,0.00018332728828005998,1.895880135356429e-05
60,0.00018332728828005998,1.895880135356429e-05
61,0.00018332728828005998,1.895880135356429e-05
62,0.00018332728828005998,1.895880135356429e-05
63,0.00018332728828005998,1.895880135356429e-05
64,0.00018332728828005998,1.895880135356429e-05
65,0.00018174942259843998,1.998810393518484e-05
66,0.00018174942259843998,1.998810393518484e-05
67,0.00018108532903492,1.897965132998298e-05
68,0.00018108532903492,1.897965132998298e-05
69,0.00018108532903492,1.897965132998298e-05
70,0.00018108532903492,1.897965132998298e-05
71,0.00018108532903492,1.897965132998298e-05
72,0.00018108532903492,1.897965132998298e-05
73,0.00018108532903492,1.897965132998298e-05
74,0.00018108532903492,1.897965132998298e-05
75,0.00018108532903492,1.897965132998298e-05
76,0.00018108532903492,1.897965132998298e-05
77,0.00018108532903492,1.897965132998298e-05
78,0.00018108532903492,1.897965132998298e-05
79,0.00018108532903492,1.897965132998298e-05
80,0.00018108532903492,1.897965132998298e-05
81,0.00018108532903492,1.897965132998298e-05
82,0.00017929560606730002,1.770009326337066e-05
83,0.00017929560606730002,1.770009326337066e-05
84,0.00017929560606730002,1.770009326337066e-05
85,0.00017929560606730002,1.770009326337066e-05
86,0.00017756197095750002,1.9375464692954865e-05
87,0.00017756197095750002,1.9375464692954865e-05
88,0.00017756197095750002,1.9375464692954865e-05
89,0.00017756197095750002,1.9375464692954865e-05
90,0.00017756197095750002,1.9375464692954865e-05
91,0.00017609691515428,1.9281331073894107e-05
92,0.00017609691515428,1.9281331073894107e-05
93,0.00016603444922952,3.0442619113038415e-05
94,0.00016603444922952,3.0442619113038415e-05
95,0.00016586693477636,3.073370245468707e-05
96,0.00016586693477636,3.073370245468707e-05
97,0.00016243036389748,2.879011468794001e-05
98,0.00016243036389748,2.879011468794001e-05
99,0.00015877639211173998,3.0755239718137945e-05
100,0.00015877639211173998,3.0755239718137945e-05
101,0.00015877639211173998,3.0755239718137945e-05
102,0.00014987236078986,3.633640245805848e-05
103,0.00014779656658074,3.2618382439316176e-05
104,0.00014779656658074,3.2618382439316176e-05
105,0.00014779656658074,3.2618382439316176e-05
106,0.00014318533240271998,2.5467942549307113e-05
107,0.00013855772619658,2.1108463651127584e-05
108,0.00013564765772576,1.6317783581494815e-05
109,0.00013564765772576,1.6317783581494815e-05
110,0.00013564765772576,1.6317783581494815e-05
111,0.00013564765772576,1.6317783581494815e-05
112,0.00013564765772576,1.6317783581494815e-05
113,0.00013564765772576,1.6317783581494815e-05
114,0.00013564765772576,1.6317783581494815e-05
115,0.00013564765772576,1.6317783581494815e-05
116,0.00013564765772576,1.6317783581494815e-05
117,0.00012908353955212,2.0791644060800797e-05
118,0.00012908353955212,2.0791644060800797e-05
119,0.00012908353955212,2.0791644060800797e-05
120,0.00012908353955212,2.0791644060800797e-05
121,0.00012908353955212,2.0791644060800797e-05
122,0.00012908353955212,2.0791644060800797e-05
123,0.00012908353955212,2.0791644060800797e-05
124,0.00012908353955212,2.0791644060800797e-05
125,0.00012908353955212,2.0791644060800797e-05
126,0.00012908353955212,2.0791644060800797e-05
127,0.00012908353955212,2.0791644060800797e-05
128,0.00012908353955212,2.0791644060800797e-05
129,0.00012908353955212,2.0791644060800797e-05
130,0.00012908353955212,2.0791644060800797e-05
131,0.00012908353955212,2.0791644060800797e-05
132,0.00012908353955212,2.0791644060800797e-05
133,0.00012908353955212,2.0791644060800797e-05
134,0.00012908353955212,2.0791644060800797e-05
135,0.00012908353955212,2.0791644060800797e-05
136,0.00012908353955212,2.0791644060800797e-05
137,0.00012908353955212,2.0791644060800797e-05
138,0.00012908353955212,2.0791644060800797e-05
139,0.00012908353955212,2.0791644060800797e-05
140,0.00012908353955212,2.0791644060800797e-05
141,0.00012908353955212,2.0791644060800797e-05
142,0.00012908353955212,2.0791644060800797e-05
143,0.00012908353955212,2.0791644060800797e-05
144,0.00012908353955212,2.0791644060800797e-05
145,0.00012908353955212,2.0791644060800797e-05
146,0.00012908353955212,2.0791644060800797e-05
147,0.00012908353955212,2.0791644060800797e-05
148,0.00012908353955212,2.0791644060800797e-05
149,0.00012908353955212,2.0791644060800797e-05
150,0.00012908353955212,2.0791644060800797e-05
151,0.00012908353955212,2.0791644060800797e-05
152,0.00012908353955212,2.0791644060800797e-05
153,0.00012908353955212,2.0791644060800797e-05
154,0.00012908353955212,2.0791644060800797e-05
155,0.00012908353955212,2.0791644060800797e-05
156,0.00012908353955212,2.0791644060800797e-05
157,0.00012908353955212,2.0791644060800797e-05
158,0.00012908353955212,2.0791644060800797e-05
159,0.00012908353955212,2.0791644060800797e-05
160,0.00012908353955212,2.0791644060800797e-05
161,0.00012908353955212,2.0791644060800797e-05
162,0.00012908353955212,2.0791644060800797e-05
163,0.00012908353955212,2.0791644060800797e-05
164,0.00012908353955212,2.0791644060800797e-05
165,0.00012908353955212,2.0791644060800797e-05
166,0.00012870035907576,2.0396169803930827e-05
167,0.00012870035907576,2.0396169803930827e-05
168,0.00012870035907576,2.0396169803930827e-05
169,0.00012870035907576,2.0396169803930827e-05
170,0.00012870035907576,2.0396169803930827e-05
171,0.00012870035907576,2.0396169803930827e-05
172,0.00012870035907576,2.0396169803930827e-05
173,0.00012870035907576,2.0396169803930827e-05
174,0.00012870035907576,2.0396169803930827e-05
175,0.00012870035907576,2.0396169803930827e-05
176,0.00012870035907576,2.0396169803930827e-05
177,0.00012870035907576,2.0396169803930827e-05
178,0.00012870035907576,2.0396169803930827e-05
179,0.00012870035907576,2.0396169803930827e-05
180,0.00012870035907576,2.0396169803930827e-05
181,0.00012870035907576,2.0396169803930827e-05
182,0.00012870035907576,2.0396169803930827e-05
183,0.00012870035907576,2.0396169803930827e-05
184,0.00012870035907576,2.0396169803930827e-05
185,0.00012870035907576,2.0396169803930827e-05
186,0.00012870035907576,2.0396169803930827e-05
187,0.00012870035907576,2.0396169803930827e-05
188,0.00012870035907576,2.0396169803930827e-05
189,0.00012870035907576,2.0396169803930827e-05
190,0.00012870035907576,2.0396169803930827e-05
191,0.00012870035907576,2.0396169803930827e-05
192,0.00012870035907576,2.0396169803930827e-05
193,0.00012870035907576,2.0396169803930827e-05
194,0.00012870035907576,2.0396169803930827e-05
195,0.00012870035907576,2.0396169803930827e-05
196,0.00012870035907576,2.0396169803930827e-05
197,0.00012870035907576,2.0396169803930827e-05
198,0.00012870035907576,2.0396169803930827e-05
199,0.00012859469179929997,2.0434350274039155e-05
200,0.00012859469179929997,2.0434350274039155e-05
201,0.00012859469179929997,2.0434350274039155e-05
202,0.00012859469179929997,2.0434350274039155e-05
