ppm,i,psrr,FoM
39.29999999999999,3.979999999999997e-05,69.64,256.45292620865143
457.4834162730316,5.1166513002811825e-05,47.87420595130183,0.0
665.7953859328264,4.411822927971234e-05,53.08125649284092,0.0
24.644752423348514,4.6255692796403575e-05,61.213317080158674,407.76589402155935
1410.065477400562,4.15336135354305e-05,77.60701111618452,0.0
51.41125327534437,4.2955831212232797e-05,48.85554275246185,0.0
275.2019114681555,3.522734872596936e-05,70.05695600738568,0.0
679.3413242557904,2.4097657004430904e-05,79.19635553172463,0.0
107.59479598973898,3.692356849707635e-05,70.27079727512105,94.94129802480104
229.8886957505946,4.0854600986345554e-05,70.75568985048292,0.0
754.0118355357133,4.3886959412970605e-05,60.623430492620976,0.0
380.53699907896987,3.625230006282478e-05,82.46371122131197,0.0
876.3666633483767,2.5655416146902922e-05,80.25221298846321,0.0
498.6171074745239,3.6473295037539065e-05,77.3587854782276,0.0
457.73835795800403,3.259448656078278e-05,47.95189620995703,0.0
894.3081554907441,4.195993724075056e-05,61.74188302173426,0.0
918.4127085726014,3.4784272687618116e-05,70.20864935896438,0.0
331.6235994387606,4.422805516237245e-05,43.74482648755115,0.0
360.14182875698464,2.7284618677796505e-05,81.40745738675788,0.0
362.100234074594,3.483783531116354e-05,82.20766464246054,0.0
86.09427562599917,4.2659588184061555e-05,67.55425743388861,118.1517409524513
68.15803264477749,2.641755704343188e-05,76.0092073800316,148.7178498551665
67.9949513461214,2.4539953534318822e-05,78.80936087122588,149.0697427092199
67.9949513461214,2.4539953534318822e-05,78.80936087122588,149.0697427092199
67.9949513461214,2.4539953534318822e-05,78.80936087122588,149.0697427092199
67.9949513461214,2.4539953534318822e-05,78.80936087122588,149.0697427092199
67.9949513461214,2.4539953534318822e-05,78.80936087122588,149.0697427092199
76.85574777533809,3.2751203059190785e-05,80.44496217587297,132.1138859416427
597.415528809983,4.5946461833813675e-05,79.77636393100053,0.0
272.6832394379214,6.046707533869035e-05,37.87565698559353,0.0
195.25384061887712,3.505377319956674e-05,53.700982373165985,0.0
136.70223873638335,3.0209538100512802e-05,75.297694108273,75.1516915336259
478.5594558300093,3.6501234647250484e-05,74.75035815523268,0.0
367.197504966304,4.079206239513909e-05,64.09140959992483,0.0
597.1172579897318,2.6788954228603748e-05,0.42859166864999404,0.0
62.202465446177776,3.734508785597975e-05,45.05117531554667,0.0
65.52995701048332,3.729177465868559e-05,60.03879065549185,154.60196185387738
65.52995701048332,3.729177465868559e-05,60.03879065549185,154.60196185387738
65.52995701048332,3.729177465868559e-05,60.03879065549185,154.60196185387738
849.9419135932435,2.8439334838714698e-05,75.40295045448337,0.0
65.52995701048332,3.729177465868559e-05,60.03879065549185,154.60196185387738
65.52995701048332,3.729177465868559e-05,60.03879065549185,154.60196185387738
23.09075390838015,3.209612934807832e-05,70.32960017837397,435.0737766154433
65.52995701048332,3.729177465868559e-05,60.03879065549185,154.60196185387738
554.1072526114009,5.1239272386158674e-05,47.80831499346638,0.0
65.52995701048332,3.729177465868559e-05,60.03879065549185,154.60196185387738
65.52995701048332,3.729177465868559e-05,60.03879065549185,154.60196185387738
585.5812202369145,2.73193379989318e-05,0.442679378930656,0.0
65.16797637791753,5.249290729944177e-05,70.46428535906564,0.0
443.80568556159295,3.8271980566390644e-05,65.06952257858566,0.0
386.9420542371101,5.417454423199333e-05,45.61284577805041,0.0
1160.2027069449912,3.0009118683735908e-05,86.73051794017093,0.0
46.993829839410274,4.961643328940808e-05,44.91688165715721,0.0
210.08773432958313,4.2539364307600146e-05,53.28386812566486,0.0
75.63696157817468,5.140144326791568e-05,48.6906195255063,0.0
1518.123881735044,4.296241789896272e-05,48.74665088579987,0.0
1532.7805059160323,6.846893118474315e-05,47.61945673696844,0.0
662.7259503861754,3.055807339733375e-05,81.70064329494728,0.0
1145.4000151344035,3.721321333717208e-05,77.0973457964359,0.0
160.7547094528322,4.594936673142555e-05,79.1741906429275,64.20657568314753
627.299884636719,3.5202659612253584e-05,83.12736451459705,0.0
157.0912972231603,2.5565016452936988e-05,76.57805267821115,65.65725012630222
86.87992004066848,2.951751114659998e-05,73.83466931542704,117.10139506711103
252.66807494562136,4.406262362969356e-05,52.84168574761647,0.0
525.5532906603128,3.612211166938706e-05,82.41595278259626,0.0
592.6511071975635,3.568703299352621e-05,0.47283288821925584,0.0
1514.963754930868,3.902873291234794e-05,53.572692049314455,0.0
1520.3508157621995,2.6409991404653448e-05,84.80283701976852,0.0
1520.3508157621995,2.6409991404653448e-05,84.80283701976852,0.0
1518.707206723684,2.6410101940203945e-05,69.86269815353783,0.0
1518.707206723684,2.6410101940203945e-05,69.86269815353783,0.0
