c1,c2,L1,L2,L3,L4,L5,L6,L7,L8,W1,W2,W3,W4,W5,W6,W7,W8
4.500000000000007e-12,5.2768000000000076e-12,7.704399999999999e-07,8.919999999999993e-07,1.391000000000001e-06,1.6725100000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,7.649999999999993e-06,1.7715120000000013e-06,7.119999999999996e-05,3.179000000000001e-05,3.972000000000001e-06,1.0238999999999993e-05,5.119500000000002e-05,9.499999999999995e-05
6.6016342755615386e-12,4.939858626255308e-12,6.910076382356108e-07,1.2529634891590843e-06,7.630109837595977e-07,1.2726499172966161e-06,9.654896748175352e-07,9.07621677291657e-07,8.663361392515344e-07,6.184455163335844e-07,5.590206454217487e-06,1.7908323393147894e-06,6.435129063355274e-05,2.316835878410019e-05,3.6791490740914736e-06,1.2529797177557337e-05,4.7881470597801604e-05,5.488803295295528e-05
4.7125451212907514e-12,7.645963452424951e-12,8.659099305220923e-07,8.071040938413276e-07,8.482570023019211e-07,1.5261188987280763e-06,1.2629936412753665e-06,1.2815311238977089e-06,1.340466064722183e-06,8.753401433363364e-07,4.2261268219509765e-06,2.2311948111364776e-06,7.599667027213758e-05,2.9438104597563705e-05,2.7411963424929378e-06,8.465654033658989e-06,2.929211107036025e-05,7.479143662302018e-05
6.62707961984199e-12,6.787579426582124e-12,9.764594828449144e-07,7.414076567572817e-07,1.646976292236965e-06,1.537093613129068e-06,1.2528201954804136e-06,8.541455381793648e-07,8.283221368809079e-07,5.297739967327392e-07,1.0394214490943027e-05,2.6145839172310913e-06,8.089274185120695e-05,2.2046840688538158e-05,4.523564245686364e-06,1.0001996493245125e-05,5.284493923063445e-05,7.460453853361482e-05
5.466671971534645e-12,7.2096353707559016e-12,5.231086592520886e-07,9.563477830832922e-07,1.411383292643365e-06,2.345564578171402e-06,1.481209919131261e-06,1.42580859727926e-06,8.225749762532554e-07,1.0377816661755465e-06,6.420070547914509e-06,2.1904750556140987e-06,4.505835086038558e-05,1.657307559775442e-05,3.6866315862884215e-06,1.4826663868688478e-05,7.366084597862473e-05,0.0001137198865987611
5.3897797106877195e-12,3.5521592961498253e-12,6.745785951505864e-07,1.200135734991949e-06,1.4906531479161165e-06,2.4746729944253307e-06,1.4732779941289304e-06,1.2204521214246173e-06,1.4352908572336867e-06,1.445828294675444e-06,6.833337472004144e-06,2.5757004553317013e-06,4.148878196107539e-05,3.4457812792764156e-05,3.995065685131236e-06,1.4006627721945744e-05,4.120254015535557e-05,0.00013823126407895065
3.2224027301116882e-12,3.03388870395076e-12,7.723915702278438e-07,1.2140247660837408e-06,1.8690964286410028e-06,1.8791801195964579e-06,5.400911246411686e-07,1.0519264407313738e-06,1.4199873476978968e-06,9.451251930602686e-07,5.893295939123011e-06,2.5490179510918303e-06,4.6745093546500834e-05,3.0052900445524675e-05,4.571976789836741e-06,7.915731752597475e-06,2.885029612004932e-05,9.976400562086486e-05
6.6432350464930925e-12,5.808399192166221e-12,9.14255785050749e-07,9.773538004249546e-07,1.3739430560571972e-06,9.75381276840991e-07,5.159712775315607e-07,6.809648360251023e-07,1.4686741253771813e-06,1.1241532443303246e-06,4.767693348779998e-06,1.739212307625916e-06,0.00010581920030109983,4.266398084125581e-05,5.719447775174337e-06,9.217881964848639e-06,6.902244682786455e-05,7.159318994785988e-05
5.063135376511048e-12,7.140425571897347e-12,7.689244744967699e-07,9.567424013425717e-07,1.3945533342361167e-06,2.1683122662032357e-06,1.4069351140476354e-06,8.226610136748692e-07,1.2243970059375853e-06,1.1547559484131965e-06,6.68065191595068e-06,2.309158804817164e-06,8.508782181783852e-05,3.1531651239310126e-05,4.257676210869894e-06,1.4835690836220208e-05,5.837100790978402e-05,0.00010781465683821436
5.8577134030594055e-12,6.603300201503303e-12,1.1102791686395325e-06,7.496837412867461e-07,1.1467704295226932e-06,8.561935403674783e-07,5.678081595833961e-07,1.4616745860879242e-06,9.7492707234712e-07,6.216376356634191e-07,4.650314326568811e-06,1.8026908297849706e-06,8.198689890545655e-05,4.241159031252776e-05,4.2557808225409644e-06,8.538328242090411e-06,6.147532615468269e-05,6.533080825218157e-05
3.747562214757888e-12,3.276530076551478e-12,9.096500595702552e-07,9.273692748955875e-07,1.3068085916152346e-06,1.2213774923616627e-06,1.3436918652635865e-06,8.964647267663399e-07,1.4122997231913015e-06,7.717934175915388e-07,8.69997866673669e-06,2.1922136258965485e-06,4.765227780257671e-05,2.1683164495315158e-05,5.0232155318089564e-06,6.035026900969011e-06,5.008665527730343e-05,5.53682346955001e-05
5.757223148071878e-12,5.42406927941169e-12,1.0751499183762975e-06,1.0994733561422517e-06,1.623196530211619e-06,1.4173708351626089e-06,1.034902601664452e-06,5.73652374120627e-07,1.0570820752652048e-06,1.324820928206025e-06,5.376152615206862e-06,2.4201053940210215e-06,7.720042647286568e-05,1.8067357888242416e-05,4.675311445519476e-06,8.434396319283815e-06,7.211534592146072e-05,0.00010915573473605402
3.1395828357011345e-12,7.585777734192328e-12,6.64776918672418e-07,1.2440289527465304e-06,9.023790336527732e-07,9.347325462804032e-07,1.16655839610026e-06,6.347526070017773e-07,1.3561837709278187e-06,8.358494099024562e-07,7.737112708338479e-06,1.9083295392370364e-06,3.6848397401671375e-05,2.7191151432194652e-05,3.2547568752131432e-06,6.303421786943138e-06,6.320120941989913e-05,8.319647044940791e-05
6.586872489589431e-12,7.045579374196299e-12,5.642504574280466e-07,1.1983293988457583e-06,1.7353029338717291e-06,1.017633104723593e-06,7.669022968052135e-07,1.141844918338465e-06,1.2071466286717382e-06,8.436202707396956e-07,4.811725928654146e-06,1.7624236441740622e-06,8.999623375271851e-05,3.246141538863933e-05,2.7581524504356674e-06,8.23565292733741e-06,6.437138441969177e-05,9.126654493564208e-05
6.675303047288913e-12,3.2093148428193398e-12,5.327179660485344e-07,9.843786512413032e-07,1.8997929080782416e-06,1.0436706892751302e-06,7.724714587237365e-07,1.3337813699213903e-06,1.1368486728666011e-06,6.852092341733134e-07,6.669527853675874e-06,1.1032786347460305e-06,6.295131362093836e-05,2.3685835607033617e-05,3.8725566869546025e-06,1.0391645449750565e-05,3.389130675471789e-05,5.452833244373955e-05
2.987290086321144e-12,3.4733132750327525e-12,7.687404976657574e-07,5.040404886454644e-07,1.1827467283000231e-06,2.1065757328209616e-06,1.4496689399478453e-06,5.887728573902025e-07,1.4558045939839157e-06,9.079822688939501e-07,1.1124776033394994e-05,1.2964902722836377e-06,4.754239079207907e-05,2.7465839081195505e-05,4.2144213434749685e-06,5.396981005433946e-06,6.888487424579396e-05,9.307034285885588e-05
5.69359528438777e-12,3.567187954903008e-12,9.12916582229378e-07,1.159226737679604e-06,1.929960116002905e-06,1.335209883896299e-06,1.4121553424077363e-06,1.0856833809329216e-06,7.941670573303847e-07,5.309569073594961e-07,8.909732881348854e-06,2.56763214575705e-06,7.65044008725197e-05,2.544094143630489e-05,3.2958151860520376e-06,1.0143489706539792e-05,7.597162481848025e-05,8.840191861715463e-05
2.2904374395039987e-12,5.405575449705324e-12,1.0927790286748389e-06,5.612346110340302e-07,1.3529162410495903e-06,1.5196873871070712e-06,5.063239372654824e-07,1.2867323144350844e-06,7.21580929980553e-07,8.334563817637949e-07,8.02335915485793e-06,1.2999008375135326e-06,7.790334698945483e-05,2.891095747848735e-05,2.5877152980004168e-06,1.2944234358298952e-05,4.0274442828085996e-05,0.0001408386274552595
5.874248333374847e-12,2.7387588286265537e-12,8.633731598810963e-07,1.1658623168946201e-06,1.0931267748459209e-06,1.0961156267899945e-06,1.3904578386460348e-06,1.2823398472615473e-06,8.58218046414249e-07,1.0776705393475391e-06,5.568568833911604e-06,1.4726831426724522e-06,8.448586904941892e-05,4.009308879419745e-05,5.479844427324809e-06,1.1865967525522659e-05,6.652412994371458e-05,6.550790343441569e-05
2.4487202606917487e-12,4.757011156737155e-12,1.0248301213806496e-06,7.703761095639955e-07,1.556431527961933e-06,1.1269034428536366e-06,1.13169224512498e-06,8.399264164821549e-07,7.568049208815573e-07,1.3606558621358822e-06,1.1182412880755824e-05,9.61751262242621e-07,8.140356671759251e-05,4.323062582952424e-05,3.7167383922211665e-06,1.1852539648395856e-05,6.949686615679226e-05,9.659094256874585e-05
6.55493835471407e-12,6.0672915992732574e-12,7.063211361763975e-07,1.1308401666230245e-06,1.3030419120878628e-06,2.412739259526873e-06,7.880368269977081e-07,9.445406645343006e-07,8.122050322800516e-07,6.651181203998875e-07,1.0902666253897428e-05,2.371542064037948e-06,7.903957570267873e-05,4.2407125418446566e-05,2.2152840938991975e-06,7.680703028135023e-06,4.7773569231743276e-05,9.374287578546735e-05
3.5417891818998014e-12,3.0157195910597614e-12,6.095782670232137e-07,8.918428356427502e-07,7.178512754343913e-07,8.524452614542794e-07,1.0438723295319127e-06,6.448481603717849e-07,7.583192947968109e-07,9.276661931212432e-07,7.1401046949959e-06,1.174449005876639e-06,5.421910940381063e-05,4.5244639903951214e-05,2.70331406796568e-06,6.3539362620059605e-06,3.6552975430795494e-05,0.00013887488029797144
2.2542706534288787e-12,6.718633893620152e-12,8.663874978574187e-07,8.205827985901795e-07,1.631313031853543e-06,1.0188366472425713e-06,7.88400670960984e-07,1.3794963738399439e-06,1.468804916972191e-06,6.139649395780778e-07,8.254045406889377e-06,1.8702095634344118e-06,3.846264730277541e-05,3.473346731187157e-05,4.521009861894209e-06,1.1711625122256914e-05,4.983768952383219e-05,9.267452696125388e-05
6.080397562770374e-12,3.162193715739357e-12,9.805952162762822e-07,7.340410165909663e-07,7.097456357388619e-07,8.763186972040545e-07,1.3277030163482662e-06,1.3467050682124883e-06,9.950035265411546e-07,7.815146412156927e-07,5.702810261701782e-06,9.188295512062946e-07,8.373525372435163e-05,4.257738021830168e-05,4.519838557922248e-06,5.899825242952283e-06,4.226569899736145e-05,5.8685159168600946e-05
2.3132602523661876e-12,4.099975398738116e-12,4.5494349498532335e-07,1.2138338910949091e-06,7.091055660904122e-07,1.4260354054473685e-06,1.3364677519756765e-06,1.3116296161756373e-06,7.946634254858212e-07,7.623821884854628e-07,6.634998503997988e-06,1.5562444359991916e-06,6.579261259956608e-05,2.6317560794754163e-05,4.1174170796110966e-06,1.1644230090892085e-05,3.2528384132149806e-05,5.9939461132497696e-05
4.380316115532808e-12,2.674352504394925e-12,3.9945989856493535e-07,5.354737981446806e-07,1.9068955139697382e-06,1.0170317981733448e-06,5.723516933594208e-07,5.777214154188411e-07,8.7752173646911e-07,9.588136610317357e-07,4.3741888807553635e-06,2.2991140304869423e-06,8.03953392521108e-05,2.554912517014424e-05,2.00896306728626e-06,6.165921521595209e-06,4.973159224551142e-05,6.193450165159309e-05
2.296839131931214e-12,3.4217925234948257e-12,6.130560269331206e-07,7.857133403571808e-07,7.360064839371687e-07,8.556827070793958e-07,6.386615633090772e-07,6.145084449558685e-07,1.1217992585723697e-06,1.2245741595435949e-06,6.074732563487296e-06,2.063092813271257e-06,9.640367016032273e-05,4.699506525430805e-05,2.2927159651131347e-06,1.1343339191293244e-05,6.356621211284577e-05,0.00011554809474364094
5.611378951415291e-12,4.9699968882084174e-12,7.57116967288649e-07,5.341909308586748e-07,8.937543295412483e-07,1.7469556500350341e-06,5.001687840496307e-07,9.495358380703371e-07,8.078166041941641e-07,9.87736397235873e-07,4.293689663821376e-06,1.964849774325199e-06,7.302546122190272e-05,2.1422809896792818e-05,2.900304741099353e-06,6.577513511691995e-06,3.031557893516539e-05,0.00013619017313496923
5.8716643017928365e-12,5.2517694568398806e-12,1.080349911131617e-06,7.746652991571858e-07,1.747255682463342e-06,1.641854366693395e-06,1.0695066071989033e-06,9.252920717188236e-07,7.818020440846872e-07,1.050465143633378e-06,1.0680224619258436e-05,2.6074309201374562e-06,8.091798811238382e-05,3.058749838161416e-05,4.2956795807504765e-06,1.0598715783173748e-05,2.8901389221243695e-05,0.00012248818942064713
4.765044424042969e-12,4.936046221293716e-12,7.781083734050545e-07,7.470790637853053e-07,1.0139649297478629e-06,1.1733541113453001e-06,7.794005063648814e-07,6.636067557409913e-07,6.238093657268834e-07,1.0956974842138082e-06,7.920668167763772e-06,1.4102764026451969e-06,4.33992796211693e-05,2.576000810572707e-05,2.1804716872918816e-06,1.1810550375870831e-05,2.883523608936834e-05,0.0001187340978505911
5.234647625220863e-12,3.927363966319022e-12,6.609734957525558e-07,1.2583279740901482e-06,8.100881345658126e-07,2.5047829866992702e-06,6.167490597249134e-07,5.534440687434376e-07,1.0922309800023808e-06,1.0159145590720775e-06,9.845364966011007e-06,2.034931416579143e-06,4.038141921861177e-05,3.052378909645706e-05,3.6301828547923598e-06,6.717540725381866e-06,4.173255833258567e-05,9.587383329448698e-05
4.6342948741091495e-12,3.6687049768850864e-12,8.291486277203051e-07,5.139739343984336e-07,8.920856984148309e-07,9.67200792671151e-07,5.65015052354792e-07,5.948448554952721e-07,6.048505819594574e-07,1.3032719964092219e-06,8.600317224307885e-06,8.940291358027025e-07,7.927641537133306e-05,2.2085486898709593e-05,3.0486017044152e-06,5.763071863550697e-06,7.335023505311573e-05,9.506775610552107e-05
4.0300743469470005e-12,5.029831955563397e-12,4.2489680119757905e-07,1.1911046946218482e-06,9.80339943081988e-07,1.2562819483983053e-06,7.589867239976383e-07,5.889147169257081e-07,1.2487567048005608e-06,1.3240376043200255e-06,6.8898240126419366e-06,1.5809614848479692e-06,3.638452609292584e-05,2.3631159628164282e-05,4.387359522783372e-06,5.791886043699472e-06,5.734364603639264e-05,9.530125938191176e-05
3.820266706882114e-12,4.011377426829996e-12,5.148585260602879e-07,1.28914006411021e-06,1.9741488312394326e-06,1.77476500586742e-06,1.2581829114006318e-06,6.170109389702363e-07,1.0068962520379113e-06,1.1640258182542834e-06,9.951344000174954e-06,9.61357311909337e-07,8.847364154936721e-05,2.1050603121682e-05,2.1690348209398487e-06,7.151403781418617e-06,4.7273164299279205e-05,0.00010095865282810304
6.575629379135371e-12,3.3909799150067746e-12,5.387056321757943e-07,8.067600870583882e-07,1.773066435544113e-06,2.141490467623133e-06,1.1065170458047088e-06,5.450048816408699e-07,8.896295055168802e-07,7.674625394808517e-07,4.625893045390823e-06,1.2629770825478388e-06,7.476595623151581e-05,3.3531541380708345e-05,2.113633264749136e-06,8.187691025962454e-06,3.295490322211737e-05,9.583531266902088e-05
5.1380639643847895e-12,5.212938133074818e-12,7.759312446214109e-07,8.838456002308388e-07,8.158822106165541e-07,1.1565841113090283e-06,9.970688198289374e-07,6.46596077959029e-07,1.4992953907783204e-06,7.680694171442508e-07,5.977918787204537e-06,1.4001341841247244e-06,4.316222996776717e-05,3.620252338370517e-05,2.0916281425559177e-06,6.6831322004050075e-06,2.6670890959158857e-05,7.603926016303033e-05
6.514289395926527e-12,5.7832108210142815e-12,4.4311324909093845e-07,1.171915434986787e-06,1.001939833986085e-06,1.7876995596554424e-06,1.1821089172949703e-06,1.4864986514049526e-06,1.4801526601374407e-06,6.328210100058243e-07,4.193569430702393e-06,1.2033007420936847e-06,3.7090297342073075e-05,3.9209708028197456e-05,5.03053987552486e-06,1.2976756223207427e-05,2.6200421031737845e-05,5.957138405436054e-05
4.435605381498002e-12,2.764483953275831e-12,7.57245781400659e-07,6.261753390818534e-07,1.3896196052437344e-06,1.3476813619155442e-06,8.988579205701765e-07,6.74522056758747e-07,5.307990533942462e-07,5.793487623732787e-07,5.6456767678706805e-06,1.4256286031515846e-06,9.549258506647629e-05,2.5962156309949484e-05,4.870939669763354e-06,5.2388666885274265e-06,2.7609684352516126e-05,0.00013505834982062136
6.20126292610373e-12,4.675345266779645e-12,4.2314906424220936e-07,6.273697795714621e-07,8.76599444714499e-07,9.976579760116827e-07,5.69085729384688e-07,5.809183140124413e-07,5.649797707393569e-07,9.6724257800957e-07,5.321310125826527e-06,1.257937702219993e-06,6.497451913764432e-05,2.1837181061719265e-05,5.5538821181129095e-06,6.640536105533685e-06,2.8525617025446577e-05,6.520696056318386e-05
6.693431192280828e-12,5.8039756854741725e-12,1.1100529443312527e-06,6.212238443860722e-07,1.0308041200818107e-06,1.6800571353394894e-06,1.0182211829191585e-06,5.742122846066835e-07,7.254023084150495e-07,7.611398796343713e-07,8.367657710382262e-06,9.790216148278232e-07,6.538872158238682e-05,3.9949805078978736e-05,5.290731201840496e-06,1.3732066360062934e-05,2.905126745460947e-05,5.561801857855593e-05
5.30351675287672e-12,5.6694713340205314e-12,8.704313672792113e-07,8.576074940941219e-07,1.0107189495845342e-06,1.3808186854096176e-06,8.29179526654958e-07,1.052061180206743e-06,5.169036794325829e-07,1.0507785149008498e-06,7.945110527085381e-06,1.7682123245888769e-06,6.205823832664835e-05,3.844783161335205e-05,3.3403294334048004e-06,1.0114683826965717e-05,5.1341525135637e-05,0.00011117915886498786
5.733631481500117e-12,3.992973458326534e-12,4.3545346289584757e-07,8.617819175385853e-07,8.843314298759894e-07,2.425371907828384e-06,6.348651251957681e-07,6.341972616064092e-07,1.1326695373773808e-06,7.133219303716659e-07,4.2530368353805944e-06,1.4022097561719986e-06,5.705658196243942e-05,1.965968376216454e-05,2.4208503366936533e-06,1.4766718754346758e-05,5.022791742846816e-05,0.00012796774589670154
4.349289029909622e-12,3.3637626118875484e-12,8.410530517028855e-07,6.217481561017422e-07,7.540714887049746e-07,1.0031703446189598e-06,7.794185991881023e-07,7.672304455162117e-07,1.2556745341843746e-06,6.721046183812614e-07,7.5990006463374795e-06,1.1516207610521685e-06,5.1610623989019196e-05,4.091876619454318e-05,3.622420091882237e-06,1.0113546001117023e-05,3.260008875291299e-05,5.588336463354071e-05
3.0502567808379743e-12,2.7698018612225383e-12,6.043668828128925e-07,5.298978014302798e-07,1.9925397785337058e-06,9.931143467001727e-07,5.678690366699124e-07,1.4414938084023217e-06,6.308521913177293e-07,5.703421883446495e-07,4.8122912416261e-06,8.890289634397257e-07,7.309661683102626e-05,2.1921360415213156e-05,2.104126961544452e-06,1.2710962043907942e-05,6.033138837924517e-05,0.00011017175613043286
6.454578181690884e-12,5.473357473264942e-12,9.42547145793986e-07,5.42324373025556e-07,1.1637762066639477e-06,2.326097634960838e-06,5.14195269191991e-07,7.204114719349167e-07,6.694111651721538e-07,8.527543242834868e-07,5.830702866341786e-06,9.608474021497982e-07,8.093157513533239e-05,2.849160852049828e-05,2.7070405913727924e-06,7.697543289154978e-06,5.8466404512655216e-05,9.115450065556714e-05
2.868437195183089e-12,4.035626989760313e-12,6.730378329618748e-07,1.0760155705306957e-06,9.137528662834644e-07,2.0791068221428276e-06,8.847758182477396e-07,1.4090934581240363e-06,7.830974603291576e-07,1.1507426315719302e-06,1.0778051894513396e-05,1.1087305133991203e-06,3.776329728758028e-05,4.491800464208301e-05,2.5640742033137506e-06,5.681657697922483e-06,6.263199406912907e-05,9.034607640244014e-05
6.005356432624076e-12,4.4387596184884966e-12,4.992951044488349e-07,6.277348552081243e-07,1.6113598910795555e-06,2.2056718405043868e-06,1.3543634441032144e-06,7.895346839711939e-07,5.954539748237751e-07,5.897096230767803e-07,4.394652828576325e-06,1.6485117811254128e-06,3.8551009852706085e-05,1.7937793414400973e-05,2.7198891715859518e-06,7.946908981157203e-06,2.636786042827929e-05,7.638032439275814e-05
4.0864822094951285e-12,3.946675871334521e-12,4.779147339399587e-07,5.621052504941847e-07,1.6294329763992274e-06,9.520713280018074e-07,5.076775006711715e-07,1.3909337564100975e-06,5.108029050219364e-07,9.14357567189796e-07,4.0478418062494485e-06,9.337363078159848e-07,7.267912033235694e-05,4.075997679483056e-05,2.5653944179538946e-06,5.760795721613539e-06,2.7799609935369036e-05,0.00013810197883022012
3.2516568309887582e-12,4.5736211259651016e-12,9.058293309256724e-07,1.0769155806048815e-06,1.2367945960135157e-06,1.5283872547744572e-06,1.0308598490498721e-06,6.699228888574608e-07,5.179517058852536e-07,9.097349611040251e-07,6.8905490687395115e-06,1.129294064712456e-06,8.220266189394032e-05,4.749210092395393e-05,4.395047073562277e-06,1.1830722730209184e-05,2.5649374060489104e-05,0.00014201395592719872
3.647074093768341e-12,4.644607078564569e-12,8.655186691533638e-07,1.0374087661230741e-06,1.5405706837522938e-06,1.1305324281911759e-06,1.431446928925129e-06,9.790958703629548e-07,7.991407704153244e-07,5.575009134690809e-07,8.583490429714925e-06,1.656903723309314e-06,7.966506541140714e-05,1.9044967948996735e-05,5.458440877384572e-06,6.156612209749943e-06,6.9850276377626e-05,0.00014141946491246247
3.1248013031111653e-12,5.737658797300103e-12,4.2024995970768086e-07,1.0592557960838714e-06,1.8993248491605132e-06,1.722260465500464e-06,5.711109083842411e-07,1.333227066033436e-06,6.692540364739434e-07,9.212798406856842e-07,4.814089418728243e-06,9.250866829799312e-07,4.6844084449107254e-05,3.841104359328382e-05,4.19221393907355e-06,1.0383845839599876e-05,3.476043955177076e-05,7.547665086414355e-05
4.893140327720079e-12,3.756923672434182e-12,1.0558958931036334e-06,1.0783251189211659e-06,1.8342335249712154e-06,1.7158705175956355e-06,9.130632832633448e-07,5.130575301993648e-07,5.547864143833326e-07,1.0341365179847215e-06,4.306729790333846e-06,1.0833329452470023e-06,9.22444201118085e-05,2.319367719335215e-05,2.2791684848156683e-06,1.2146106222927291e-05,3.468826237974839e-05,0.00012145943667165657
6.437217521283997e-12,3.790084006200826e-12,7.002971516521104e-07,1.2247376423404542e-06,1.9008430462778998e-06,1.992614828427032e-06,9.829563629626123e-07,6.055143441558617e-07,9.27673178912133e-07,7.694917609966262e-07,1.0298479989538479e-05,2.3598490060467104e-06,4.1610983697352975e-05,2.557042571652442e-05,3.005144712537665e-06,8.557493724782444e-06,5.184770074994859e-05,0.00011516086302846553
2.4503986696302005e-12,6.664439499487479e-12,7.937740957952083e-07,8.161367091800596e-07,7.03974703051666e-07,1.3113587982095904e-06,1.1065025544283298e-06,9.545226807027015e-07,1.1539505162522519e-06,6.057270668650765e-07,7.663050066531878e-06,1.3054006913976683e-06,4.805427361891829e-05,3.6942812791317886e-05,3.3993627863109364e-06,5.975306480827991e-06,4.27999917076732e-05,0.00011772231223098179
3.998983058963614e-12,3.000233519545948e-12,7.046988110711615e-07,8.469438670476927e-07,1.151073397563805e-06,1.0851189127567924e-06,1.1873331893988086e-06,6.740613516713142e-07,7.868718213684369e-07,1.1013490308640006e-06,8.843662938106225e-06,2.241054412408104e-06,5.034265685795323e-05,3.91793688017942e-05,2.2658142040421766e-06,6.19001325166483e-06,3.433013539503781e-05,9.670510130665592e-05
6.7167490422720945e-12,2.7449310365831913e-12,4.6695556816041265e-07,5.430368166277743e-07,1.0365874740607893e-06,1.1460973251531758e-06,8.633800084119791e-07,8.325320447387276e-07,5.097691682442237e-07,6.921037704678802e-07,4.8018037375905825e-06,2.0069784438806727e-06,6.04471546100267e-05,3.5164799339618866e-05,4.2851112685517815e-06,1.163631506088205e-05,3.529739800566021e-05,7.457142349681471e-05
