gain,i,phase,GBW,FoM
117.7462,0.0002968000000000001,72.0,4494000.0,96.5908954776879
111.25188192758498,0.0002826874059587168,58.009722225422905,4601821.699562909,0.0
120.3182525144507,0.0004439800901672885,85.31977235491537,2687941.3132631797,65.56536811664529
116.19929784670165,0.0003956542818465696,68.88437887381656,4422581.251840834,73.2071961615967
125.18646091981071,0.00023261627341586682,83.95077510746408,2088132.0110236409,122.41459369920008
115.01859841258366,0.0002987108995096025,79.61576800112536,3424756.3918031184,95.99218014267612
115.41235650283474,0.00033670629381294255,22.684572232558136,12460559.768592697,0.0
119.02478927120174,0.0003453760043303744,75.47283890313162,5663762.18066099,83.42764242302874
112.34100490806384,0.0002668243492073087,31.85480811577736,6294803.186011537,0.0
115.26437784426987,0.00036116732337743287,62.229436813011105,4857280.566296317,79.91110457617175
124.7137737905593,0.0002719516595021698,82.39399907054764,3368771.30452205,105.14233598951856
113.9003545055037,0.0004614796329458117,77.3515119019359,3424569.0275905295,63.192857484220816
113.04110728412769,0.0003676306820368865,62.39046414410655,3344263.7999568917,78.55892131710235
114.52642017559467,0.00033995273292897226,80.80487302714022,2690888.0421375423,84.71070589269686
108.30342450573087,0.00041700897309573416,71.67354100977475,2298971.4876626125,69.61194259577897
111.5700983775035,0.0003599290121370243,64.34902101989117,7696602.183747681,80.17571199068229
120.81160735421807,0.00028207791982264046,79.8220047890983,3341200.6813409696,101.47554815791095
117.42633891923074,0.0002799492242029708,44.89200777753441,8619107.859402915,0.0
118.07954262126066,0.0003030395910444729,64.15497483667959,5980129.158019333,94.66385712849387
110.73138220859758,0.0003020758472692351,52.59065975606991,5369707.683534823,0.0
109.45852663949071,0.0005024033739219029,74.61226036081075,3702132.3685260583,58.28979146962446
107.42578430369679,0.0003550676718036964,85.12701413163614,2033178.6263092496,81.23234832016773
116.45633265855841,0.00037242291413566904,69.88661446363882,7266406.948349969,77.5866506153235
106.1426084836597,0.0005580524278562011,74.86411575913472,6151461.76645879,0.0
116.13119173352709,0.00020457913652185616,57.12127430756746,6890733.738326761,0.0
110.42796527178436,0.00040458911337431646,17.2053635706922,21802928.44541131,0.0
109.16094199210747,0.00047624684559461434,76.54312911300823,5079349.853609461,61.326428898644046
109.55755774370354,0.0003527788505605217,70.32210910706752,8508678.142550373,81.73991803545577
119.76157877956575,0.00015289708725358238,59.74274883888171,6525623.508247726,0.0
115.03302676918247,0.0002675669228546018,36.10993290500688,10974615.629368871,0.0
111.27253134949433,0.00022824048090609806,80.3877363456137,3793653.995978114,124.70399250607092
112.22196522941698,0.00028070127532393017,52.77956829802874,9190684.711601641,0.0
111.86561470493635,0.00039138876120510996,66.01042240056083,17149752.373799358,73.97234394837577
109.30509327208154,0.0004283523112861094,73.97524793663159,9887538.350128494,67.84796987408843
111.77161152983885,0.000402635211565918,81.61827903793301,4488110.524682458,71.98993674632975
115.97244827304704,0.00026245041378434496,83.47197573422244,2539823.9265960334,108.84009900095919
109.08280549112428,0.0003775637135143305,84.78055123856792,3988497.2012997214,76.57110014419716
106.44695664094684,0.00042564184035733476,83.07719571494083,3073318.786972218,68.26091926126854
108.21247149048432,0.0003994798175540035,76.91597339351647,5956832.737653628,72.534871493283
111.03723834445543,0.0003440091131005989,70.07973462981712,12782228.835515022,83.74721488455073
106.11449076792789,0.00047803706006826715,62.70084606340113,9368202.859560067,61.10800060943164
110.60154510759018,0.0004940122862253018,83.08244599665768,4973139.888013421,59.22892092426483
