c1,c2,L1,L2,L3,L4,L5,L6,L7,L8,W1,W2,W3,W4,W5,W6,W7,W8
4.500000000000007e-12,5.2768000000000076e-12,7.704399999999999e-07,8.919999999999993e-07,1.391000000000001e-06,1.6725100000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,7.649999999999993e-06,1.7715120000000013e-06,7.119999999999996e-05,3.179000000000001e-05,3.972000000000001e-06,1.0238999999999993e-05,5.119500000000002e-05,9.499999999999995e-05
4.728590561585592e-12,4.134505151490891e-12,6.984192043729167e-07,7.792513107408437e-07,8.753477656709162e-07,1.1574978364412658e-06,7.093733495223636e-07,1.3641196694106434e-06,1.3278628014214206e-06,1.4652933511063658e-06,4.349406874703055e-06,1.703394089221908e-06,7.597513839141869e-05,3.738493151561559e-05,3.139806007051621e-06,1.5181237237197956e-05,6.778019263586374e-05,9.982909660828018e-05
5.4366652017814725e-12,6.2959501673540264e-12,7.465103252077877e-07,1.041976245823859e-06,1.465109324944447e-06,2.0499447027238805e-06,1.2307081241290389e-06,7.908724458294766e-07,1.465228148593916e-06,1.2510273073183804e-06,4.410196559717075e-06,1.1736633434892583e-06,7.914548109091776e-05,3.0070609554066488e-05,5.563623565262563e-06,5.980402093544135e-06,5.0514679311801503e-05,0.00013674333043861016
3.559071325108245e-12,4.962586177404962e-12,5.926498589077474e-07,7.491450082494818e-07,9.567504214691145e-07,2.1490694858555995e-06,1.1511227704415999e-06,1.2410824063995632e-06,1.198809998380423e-06,8.430938643919617e-07,7.946763833724246e-06,2.0895015994060198e-06,3.859259659074245e-05,3.724421817229367e-05,4.642424259756846e-06,1.1582480819207429e-05,7.12355181918011e-05,8.040816177552568e-05
5.9413104243537576e-12,5.6612713994866425e-12,5.365829234380707e-07,1.267058726662344e-06,1.285488821139609e-06,1.8720860574981644e-06,7.031076567411758e-07,8.280657438021115e-07,8.449534629345963e-07,8.947518704019611e-07,3.995073932162487e-06,2.0555687271284195e-06,4.770328928144504e-05,3.507391536882181e-05,4.446973136436254e-06,1.2265346698720753e-05,4.054291706964217e-05,7.524303872361286e-05
5.649882646062755e-12,4.686981433592468e-12,5.026837947725394e-07,1.25349629194195e-06,7.136981886434842e-07,2.318909036648371e-06,7.922567759520867e-07,8.818250401120587e-07,1.478405152396056e-06,9.366757414401617e-07,9.30149713737528e-06,1.6162970202136337e-06,0.00010064374982645488,3.8767602969896645e-05,3.895307783665364e-06,5.981845463948403e-06,4.421373586349077e-05,9.410763672298963e-05
6.283318900200468e-12,6.755964949373585e-12,1.0482097478908308e-06,8.430693839430699e-07,1.448058365643441e-06,1.7454219471747797e-06,1.152223125066184e-06,1.3414196190311487e-06,1.3336878843431596e-06,1.3405610854862364e-06,7.163131693873826e-06,2.11654049424206e-06,5.3153325382895355e-05,1.950138742604029e-05,2.979750479170539e-06,1.0681114437844429e-05,5.389590804945792e-05,0.00010007611924466389
2.8151338970872593e-12,4.2550190876426306e-12,8.368926877181881e-07,5.008838063003057e-07,1.679188215723784e-06,9.864311271860213e-07,1.4564495113173797e-06,1.2271520787467096e-06,1.3721795083994253e-06,5.454973058558691e-07,7.6330386572912e-06,1.5783428163687536e-06,8.58712002711813e-05,3.2049324663097185e-05,5.639527478698462e-06,1.0826384680921734e-05,5.753422526611419e-05,8.734232964655397e-05
3.1825929516218445e-12,3.809627361933336e-12,6.036303887322719e-07,6.624664765884293e-07,1.0625663592949462e-06,1.6539003903528944e-06,9.355205561751935e-07,8.591075248634913e-07,5.921315918005912e-07,5.556415410516882e-07,8.287336151599437e-06,9.677702791564438e-07,3.998169897355383e-05,4.35996524748157e-05,5.412267406590996e-06,1.4012630893844952e-05,3.94402182804412e-05,0.000140900369840069
2.481602414853738e-12,4.685646731869646e-12,5.99384990203087e-07,1.3126695247068222e-06,1.9845754267969352e-06,2.38823782066113e-06,5.701325050876702e-07,1.2266897514901975e-06,7.159494710197768e-07,1.2427372735496297e-06,8.571922012747534e-06,1.664196518111816e-06,5.658217710055357e-05,4.53811556780642e-05,3.996170661160445e-06,9.74764694002856e-06,7.359767643147742e-05,0.00013733269528951928
3.5273888255312306e-12,5.459591040105595e-12,5.467435689698766e-07,8.869419813832776e-07,1.4299552264635378e-06,1.9624557325067898e-06,1.2453658450819943e-06,1.2299737420255731e-06,9.241159002885481e-07,9.559523311068945e-07,1.0507329326243909e-05,1.5284391582889585e-06,8.814793756418369e-05,4.7496397295425454e-05,5.659338899408811e-06,1.0743136289326676e-05,4.1217677451047e-05,0.00010661970040583084
5.329357507040463e-12,5.4190744267422916e-12,6.483072554515372e-07,8.522405016347398e-07,8.092709235341164e-07,1.323427400682755e-06,6.448967549852274e-07,1.1664807308214847e-06,1.4592341415383303e-06,6.57234683065614e-07,4.041449649664947e-06,2.199079121552666e-06,6.081651167146026e-05,3.1979667934205077e-05,2.228482954609168e-06,6.939635289651553e-06,6.120394461591005e-05,0.00010499500886363447
