gain,i,phase,GBW,FoM
77.64,0.00023449999999999985,67.21360000000001,37999999.99999998,121.45534233593942
80.37771491433094,0.00026893876272359303,63.75681146159115,28331159.939108707,106.28662739601772
73.63680040739187,0.0004176408084999413,83.13965685888435,20928517.04574831,69.51116752107734
80.12167336832725,0.00022194092060770176,93.04346372682252,23733197.622710943,128.15843271136652
75.01960104222023,0.00030328233664206155,85.70943853798762,22769097.100627143,94.59048985619475
76.49161291531003,0.00017239501552504787,83.12881519923857,21822096.55565609,164.12865962613546
77.43943287105,0.0002913189497320363,85.42963054467252,26004268.04916905,98.35177098272733
77.48621954044626,0.00019272151036639162,109.69624788047504,11728028.578092445,147.13428851282964
77.27862718413543,0.00024991863327723145,46.63651293576268,67882288.93744913,0.0
80.60920739789408,0.0002447053934442177,73.95960305434615,37934365.00262162,116.51518406197252
77.46402144348062,0.00022265374801932566,104.06213372897271,19192587.549249716,127.75773718108152
73.49921673667652,0.00025129228568309173,108.82688148538979,9289082.413010633,113.5397155438696
75.97265149277283,0.00020095010029320284,91.45375626022627,18276276.386263277,141.23221654155782
72.87717443964891,0.0003603309053383221,77.98088953858986,47939592.92111259,80.08963446168086
74.4598212200019,0.00016529263090364222,133.49238132819067,4723126.46111474,171.0521244408706
78.10844837982087,0.00022855093325519787,61.61395877998616,39494612.85631743,124.5386757872538
75.49833182104307,0.00025826730809152534,81.74820111615227,21718628.681340024,110.55437063654153
74.48579186255994,0.00015573720083862918,106.25754982822708,20609573.30209666,181.36315041105937
80.32590399258635,0.00021306212766225373,51.423479145771694,48449600.263502225,0.0
69.57535314758681,0.00033383964840609943,83.26378058641278,32092073.928703714,86.20694653975758
78.10587369497833,0.00022347892347814952,55.057976362838545,36243384.474545,0.0
71.37355409910018,0.0003317606786556411,92.45939287683146,28388971.40243689,86.72836072779555
73.4298668647468,0.0002795510656747432,88.4228181480184,44351235.546310835,102.3656658425947
75.06963012182433,0.000208260950352848,63.83643069333854,32682749.862318553,136.37967454155486
72.93785048860053,0.00020059192494664157,73.76458764530234,50078399.62389473,141.47904288852504
71.89785135738111,0.00021433783207778728,89.1561250192161,46989431.39591172,132.5981092488455
70.0400999960535,0.0004228699715439383,65.17722606163674,95862905.6561735,68.6886978197068
73.35494269611588,0.00020175648680702482,85.7561568161467,39331117.34127431,140.67972577925858
71.987095815685,0.00023993189304559494,73.23429502616514,52998383.3776615,118.7735948530156
74.15788840763557,0.00018729918358336537,96.97586678876716,23334259.32115206,151.3069880302714
72.118892321756,0.00026900713813750803,70.5099435591756,41448600.26510797,106.26037431608468
71.35774554953771,0.00022283779234782847,76.07401662422185,42093823.758084856,127.6546983126602
73.52174831193588,0.0002159274397220149,101.54104867068075,23056268.297820944,131.64403807843462
76.18898137618841,0.0002210988981459255,60.33296451566717,68547367.68445764,128.63508009634864
74.75172571956628,0.0002653337364252975,86.18125675969091,36019451.67662507,107.6899582089079
71.02718059847393,0.00018694400296529961,88.52998615300594,35450099.814860046,151.58876100419153
72.29311196939469,0.00017508664585094146,81.29287618033229,26238481.33480317,161.6516072814951
70.8823920328395,0.000456720049902701,41.81422437677589,90297292.49123752,0.0
74.86380134966277,0.00017019384090908362,66.11716605311015,55219563.128973775,166.21259118076122
76.43434828609017,0.00033703616851035446,64.31169732099639,69658462.30693579,85.4177948038962
66.94018759760714,0.00037640918763748744,82.90186936730174,50157649.99894148,76.79675812942705
76.09627796270031,0.00021526267820822463,57.79631383860368,64671980.2885942,0.0
73.94666375185841,0.00017326800403714813,103.61497827254477,11844884.792963803,163.31683363664942
70.76027797474138,0.00023620126396945107,69.75868710857826,49341334.00689816,120.6021555133185
72.9468245037757,0.00026467066203400975,73.57697139365173,32281432.099163774,107.9522359762276
75.96283288862003,0.00017586409289096374,68.35230200312158,48427879.30221602,160.95025193118917
73.86317142369077,0.00020695990642564062,106.90418862827622,16936591.458565056,137.21815972727143
72.86903328781423,0.00018029240433093503,94.11544526832935,32331584.343117375,157.0707046470487
71.96159811660657,0.0002446439045089676,67.33880980235536,60708172.751413606,116.54371503157384
72.98203255104434,0.00016860908157437867,78.22354360486052,35442737.33833846,167.74662881977767
70.99260473812689,0.00026189732665036185,82.67554951952376,38411121.41614502,109.06361711687751
71.41521116350793,0.0001467727385713041,80.27440161722579,37726055.10663035,192.25706536628377
75.81640200174664,0.0002043501095688728,85.02861313133346,29270646.911141273,138.93228717313576
69.95870232958113,0.00029119087215862167,68.59048837420956,53882149.79451311,98.39371056468511
72.6819838001499,0.00016300468572699427,79.01347455286748,32871723.283973552,173.41091582054847
72.42163314276786,0.0002361360892991632,66.66143021133318,48859790.50226739,120.63461426087154
69.19733416402924,0.0003476147251154834,91.4348323373033,38417620.26308633,82.90966944380604
73.28620810694318,0.00018985634375882584,92.7433695308375,32215834.738027003,149.3094528622327
75.25692253377427,0.00020997216313131223,86.51356574227175,23600438.82123264,135.29266853057152
78.4893746714752,0.00011527210698672963,60.92908936475602,31143676.833981168,243.9757095962132
72.31263080067238,0.0002484126690366989,88.93930758757489,27160579.745012593,114.82109948536507
74.04190054580667,0.00023700246083361662,63.36148485063026,46548133.54658076,120.20459644205413
71.81989734036217,0.00027677877652269097,63.31700190429419,37785101.25504115,103.36093853280146
71.01054981041015,0.0003029159622042957,103.0868753786593,11873386.99773967,94.70126782240548
