gain,i,phase,GBW,FoM
117.7462,0.0002968000000000001,72.0,4494000.0,96.5908954776879
116.47472583601817,0.00040454345172854746,75.67312096167527,5013733.637424811,71.66450973087788
112.82333397443112,0.00031081996678413793,73.01621482172652,2980798.2402972225,92.3693480028882
111.0188694114099,0.0003642945128781384,34.15481866039547,6921983.29239229,0.0
112.40962904962421,0.0004371480589355233,82.45309380794048,2017489.8737181663,66.54317995925229
117.21326537285509,0.00021889052729371128,52.9428550632112,3661782.8934084694,0.0
115.59121721390201,0.00034161878283454536,71.99821895281481,6075298.754722885,84.31220873540569
113.38499963481732,0.0003127613999449406,69.18291116926633,3569945.5173993884,91.81459727021256
117.00322821714533,0.00021138596899293732,48.12706121735323,4776102.536683069,0.0
110.32461728824933,0.0004927562379603922,76.97377331587995,3335716.0995708737,59.37224988313706
119.96031823189242,0.00024673168822442583,69.87746694838248,4710763.279083211,115.58293564834388
107.57274643090742,0.000529125412489636,82.6921451800102,3137223.233764798,55.497531061829065
109.96043062340758,0.0003210237470749192,77.08600715256595,2537594.09632139,89.52873200466105
123.11183055677202,0.0002424230426076575,73.33848805770059,3644202.0900282073,117.5839004369478
108.32778081718973,0.0005326274027173635,66.57433623724287,5818813.547609143,55.15236323940685
113.66269916406827,0.0003077546279090044,44.980590643533304,7645336.2215717565,0.0
119.14261176893046,0.00032403932620317697,25.56258146357489,9486355.059337026,0.0
117.64779136737764,0.00022684128527416505,40.67885198992222,6216531.578166932,0.0
120.51305668872882,0.00031239125445131914,75.42496611778904,4793591.2981075505,91.91983172373499
109.3497853744714,0.00048036613466438796,71.92287747054361,4462786.293939796,60.82626162267864
118.51872874532827,0.0002609016543656854,49.93773446714831,8701303.079059104,0.0
107.6392440084743,0.0002873288335848098,70.90745299214417,9783192.154494036,99.67591460005252
120.10151587817776,0.0003191031025720571,72.02097035115963,3450571.3903271533,90.04953839019865
115.82805298562918,0.00034848826168180057,65.01335185534226,4526474.059887091,82.70936422283644
114.21418676991871,0.0003529312946496531,81.52490888510457,1633003.8912076491,0.0
119.6443157812854,0.00025946331525053675,74.26523542085455,2851144.700270416,110.05859420225039
122.03782438447283,0.0002788102965277604,76.96072233491698,3044132.5803117566,102.62966979238523
107.6392440084743,0.0002873288335848098,70.90745299214417,9783192.154494036,99.67591460005252
113.5802836580256,0.000430833360905036,76.67844727986457,2489229.465676659,67.47452843351316
116.9271282733902,0.0003081175566231472,76.58860352034017,2912286.1683590864,93.15318076065446
117.39632327952069,0.00034143756432181805,71.8740131613008,5081593.489046137,84.35536531532938
106.13763161677835,0.00040817328568836333,71.82949910306424,4359191.97270021,71.0538848370049
103.84678488366359,0.0005758737753502247,59.36909317028101,10779203.93288785,0.0
108.9087263902743,0.0004441803241393413,83.9332415469745,4007029.5960845486,65.53716400338293
121.69901632014778,0.00032003303985946144,29.705621905130208,11318299.405532207,0.0
114.86944190988325,0.0002873206442845791,72.21467199467088,3658419.7543800524,99.67867008632017
124.34141914820512,0.00020975491385898646,66.89385609315948,3373868.3121001646,135.42968789971786
121.72837589148597,0.00019194805059253531,68.47399384380584,3771271.9108557412,147.71508146099416
118.75724326671428,0.00023337329308422485,37.31783585116143,4612414.444475084,0.0
116.2214331298917,0.00015094635059560826,70.10526221841798,2178436.054495117,187.0241759285432
122.77103239355964,0.00016375722219559607,32.80964016312093,7446317.381382038,0.0
117.48779649576935,0.0003465000562875861,80.7894567449192,3794794.6526703313,83.16673381063735
119.84606049816807,0.00022364801343653494,62.178181154814375,5117833.122451621,127.20310536610393
114.671908666414,0.0002743136393441168,57.151322937110045,9767352.198379146,0.0
119.6785292653982,0.000352578434898858,67.33374510537176,6191312.172088124,81.78467605582917
113.21426090368672,0.00032925265514324785,58.53732931037246,4319559.183373376,0.0
106.39356061622388,0.00040631265875319266,77.21002520242699,3022091.857856361,71.36552388748215
116.80597273152168,0.00034480411993044257,77.47868186130432,3033084.7099434687,83.561037911558
113.02854009041428,0.00040237806354256656,79.04886162757458,4502244.123433583,72.03402619223361
109.9593068416915,0.0003499780385432047,70.79780469810916,2645205.4344158047,82.37005959975005
107.32019766767021,0.00044756141487519075,72.45210346700516,5454574.265216907,65.06472867086639
116.02699217016061,0.00030224589069062616,81.21112898653217,3579323.158933473,94.90456721944533
114.33504702488389,0.00027321762737379844,49.21117623393581,6774398.928465882,0.0
115.22689211486718,0.00029366345914452454,76.9069753777152,4643825.949897337,97.59051479778125
115.90843850434169,0.0003108447107618781,61.377757562975376,6165802.899973987,92.3622339903891
115.85735100583406,0.0003859428105631618,78.3307646439445,3621906.877412054,74.97381844539318
118.87758042960009,0.00029628539602239784,69.3637527759988,3885610.9155001063,96.753449041673
118.98496894848464,0.000274745759224874,75.54367848970334,2096313.567276353,104.10357246694466
117.27843427653845,0.00027407189668136856,81.29578052557935,1511976.7115723598,0.0
117.98669493587343,0.0002623447854987327,77.9505431690322,3729598.345486113,108.8827135632622
121.98681922031874,0.00027439063313962336,57.97349343539806,5643900.682228326,0.0
121.09375073859081,0.00026964580079568405,72.7814639650437,3901708.490371243,106.0157996001041
118.05502169401662,0.0003547848147737383,85.34899867948523,2151755.110328807,81.29472012631904
