ppm,i,psrr,FoM
39.29999999999999,3.979999999999997e-05,69.64,256.45292620865143
90.52667050691521,3.0575959336028576e-05,64.70868560648454,112.46468343532104
175.7556110254174,3.465738917396794e-05,50.86190006714253,0.0
224.33770254409583,3.04323534702132e-05,77.95525320198425,0.0
1140.584358920667,3.807090083499886e-05,50.0111323127944,0.0
1078.1294914323153,5.228258796973186e-05,45.49324830956316,0.0
293.19514003457635,4.119276012726146e-05,46.652073495139035,0.0
691.408506305838,2.566343638485835e-05,73.87694277468675,0.0
515.087178279031,4.7978223842727666e-05,61.863876654897496,0.0
158.0741167294326,4.466161157812051e-05,69.46500189110297,65.26146371652032
509.9175694136273,3.4499738261200344e-05,52.048184759506796,0.0
950.0743396418197,2.7910507253360903e-05,68.16834109928325,0.0
149.16443528771984,6.0481716701883766e-05,63.836106768361375,0.0
30.04603688434476,4.501105822135379e-05,78.13103332349871,334.82259615445054
286.9940408861985,3.407621823744986e-05,44.53165194688885,0.0
353.0237121817309,4.2500355491719296e-05,39.563386175626704,0.0
620.4411074292542,4.171196572800733e-05,73.76703276306789,0.0
258.0514504995434,4.110508045328522e-05,85.46892140652184,0.0
550.2225711952901,3.497046588203349e-05,82.9167285632466,0.0
151.09151501422457,3.6433476505723654e-05,74.44151675220942,68.1850534694721
177.23423035235643,4.4201341405830146e-05,58.31685124629345,0.0
67.32028240228041,3.729120665792506e-05,71.22777744570071,150.5436430620389
606.7762212222755,3.467265944912791e-05,0.41740854512806935,0.0
780.2436072588096,3.250101913686551e-05,81.86755649836553,0.0
361.3959024207989,4.957043366697807e-05,38.95002212373393,0.0
962.6021040887814,3.009652533108999e-05,82.0356835602211,0.0
382.8206904115368,3.233078456540405e-05,76.70000089244611,0.0
846.86320882889,3.093634599989005e-05,81.92527028401071,0.0
733.2054410157525,3.591292227080793e-05,75.04918704789263,0.0
579.5517613625782,4.168190896967302e-05,0.45424422971578865,0.0
270.49859835487456,5.67569636565811e-05,61.81927302943798,0.0
572.6376231428632,3.2093601052684416e-05,0.7233930393689038,0.0
1027.465192491234,4.051886107773435e-05,58.414306226298756,0.0
883.969864451396,3.533364685724938e-05,72.61434259030997,0.0
145.45591834917332,4.61085270584818e-05,66.18805867041644,70.7493510988983
806.754798199403,3.9156986605214886e-05,67.7427771025997,0.0
891.6325474695822,4.5544037133036734e-05,43.769695292774806,0.0
1515.5258407777105,3.980297607427145e-05,56.36233702270742,0.0
1515.6708372197415,3.980263580601291e-05,56.426132983991515,0.0
1516.5993559742549,3.9800257988955135e-05,56.87832430846175,0.0
1516.998212392449,3.979971253727011e-05,57.1367554292864,0.0
1516.998212392449,3.979971253727011e-05,57.1367554292864,0.0
1516.998212392449,3.979971253727011e-05,57.1367554292864,0.0
1516.998212392449,3.979971253727011e-05,57.1367554292864,0.0
1424.7877693692344,4.011532105447876e-05,82.27806620254339,0.0
875.0332092007595,4.716206008525928e-05,64.9802262222505,0.0
1064.1840552310275,4.193842004641305e-05,64.51472835310247,0.0
88.21694291894367,3.830630051583695e-05,68.76875221119595,115.35690933189892
1516.998212392449,3.979971253727011e-05,57.1367554292864,0.0
1516.762339960027,3.934939070943718e-05,57.29124262376413,0.0
1304.4874597285325,3.799769460513465e-05,77.73582677172571,0.0
61.225597720270414,4.7736066668764346e-05,53.30296973388591,0.0
1364.3583650910741,4.222559352816521e-05,80.0849832315021,0.0
1516.998212392449,3.979971253727011e-05,57.1367554292864,0.0
1516.9900693397715,3.9798940866542344e-05,57.38605600654309,0.0
1214.9730410489701,4.4255049687972496e-05,84.14134376126312,0.0
921.6756268618612,4.148555712711896e-05,76.33876086329737,0.0
518.3259235632879,4.399006334916463e-05,57.527542227438666,0.0
1111.6384755628076,3.23346778341146e-05,64.96534294184923,0.0
276.0438692905564,3.3247084378307654e-05,81.10821165899871,0.0
911.5806189080126,3.4083343770860694e-05,51.33924967362323,0.0
55.348307342830665,3.2181469705244686e-05,68.63522711956877,182.67399853909555
922.8269886567026,3.006253368818965e-05,78.69957079896093,0.0
191.19919532008402,6.079517205250164e-05,62.44837945673357,0.0
39.11997970769759,3.626523150040344e-05,75.17561353062436,257.6238544784396
540.6904211941213,4.6635624732846384e-05,62.742676186206154,0.0
147.05986101060856,4.412322290637034e-05,52.39701015446573,0.0
17.861368440795918,4.0205101136797246e-05,50.153084713479856,0.0
385.0681920072707,4.024604061567444e-05,57.80695353801263,0.0
70.86922185251838,5.190236298307054e-05,56.34537678516631,0.0
435.97990251222234,3.3321276976834014e-05,69.8163350064531,0.0
