iter_times,gain(db),dc_current,phase,GBW(MHZ)
1,79.28506255923374,0.0001785458524485949,70.3299847503124,18705045.96062068
2,79.28506255923374,0.0001785458524485949,70.3299847503124,18705045.96062068
3,79.28506255923374,0.0001785458524485949,70.3299847503124,18705045.96062068
4,79.28506255923374,0.0001785458524485949,70.3299847503124,18705045.96062068
5,79.28506255923374,0.0001785458524485949,70.3299847503124,18705045.96062068
6,79.28506255923374,0.0001785458524485949,70.3299847503124,18705045.96062068
7,79.28506255923374,0.0001785458524485949,70.3299847503124,18705045.96062068
8,79.16248669697765,0.0001346673085114546,119.21617450226744,5912458.287020974
9,79.16248669697765,0.0001346673085114546,119.21617450226744,5912458.287020974
10,79.16248669697765,0.0001346673085114546,119.21617450226744,5912458.287020974
11,79.16248669697765,0.0001346673085114546,119.21617450226744,5912458.287020974
12,79.16248669697765,0.0001346673085114546,119.21617450226744,5912458.287020974
13,79.16248669697765,0.0001346673085114546,119.21617450226744,5912458.287020974
14,79.16248669697765,0.0001346673085114546,119.21617450226744,5912458.287020974
15,79.16248669697765,0.0001346673085114546,119.21617450226744,5912458.287020974
16,79.16248669697765,0.0001346673085114546,119.21617450226744,5912458.287020974
17,83.41387680902574,0.00012416909798947567,86.49721877102078,6828885.761983168
18,83.41387680902574,0.00012416909798947567,86.49721877102078,6828885.761983168
19,83.41387680902574,0.00012416909798947567,86.49721877102078,6828885.761983168
20,83.41387680902574,0.00012416909798947567,86.49721877102078,6828885.761983168
21,83.41387680902574,0.00012416909798947567,86.49721877102078,6828885.761983168
22,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
23,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
24,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
25,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
26,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
27,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
28,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
29,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
30,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
31,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
32,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
33,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
34,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
35,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
36,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
37,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
38,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
39,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
40,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
41,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
42,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
43,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
44,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
45,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
46,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
47,84.07841576301364,0.00012272904816169135,105.92538080205472,5117565.728697911
48,84.17789920035031,8.326502783135755e-05,99.57022251417304,5049368.091715652
49,84.17789920035031,8.326502783135755e-05,99.57022251417304,5049368.091715652
50,84.17789920035031,8.326502783135755e-05,99.57022251417304,5049368.091715652
