iter_times,ppm,dc_current,psrr
1,39.30117680715595,3.977122772208993e-05,69.64377839139314
2,39.30117680715595,3.977122772208993e-05,69.64377839139314
3,39.30117680715595,3.977122772208993e-05,69.64377839139314
4,39.30117680715595,3.977122772208993e-05,69.64377839139314
5,39.30117680715595,3.977122772208993e-05,69.64377839139314
6,39.30117680715595,3.977122772208993e-05,69.64377839139314
7,39.30117680715595,3.977122772208993e-05,69.64377839139314
8,39.30117680715595,3.977122772208993e-05,69.64377839139314
9,39.30117680715595,3.977122772208993e-05,69.64377839139314
10,39.30117680715595,3.977122772208993e-05,69.64377839139314
11,39.30117680715595,3.977122772208993e-05,69.64377839139314
12,39.30117680715595,3.977122772208993e-05,69.64377839139314
13,39.30117680715595,3.977122772208993e-05,69.64377839139314
14,39.30117680715595,3.977122772208993e-05,69.64377839139314
15,39.30117680715595,3.977122772208993e-05,69.64377839139314
16,39.30117680715595,3.977122772208993e-05,69.64377839139314
17,39.30117680715595,3.977122772208993e-05,69.64377839139314
18,39.30117680715595,3.977122772208993e-05,69.64377839139314
19,39.30117680715595,3.977122772208993e-05,69.64377839139314
20,39.30117680715595,3.977122772208993e-05,69.64377839139314
21,39.30117680715595,3.977122772208993e-05,69.64377839139314
22,39.30117680715595,3.977122772208993e-05,69.64377839139314
23,39.30117680715595,3.977122772208993e-05,69.64377839139314
24,39.30117680715595,3.977122772208993e-05,69.64377839139314
25,12.986166841673148,3.9519594757313405e-05,71.48846188858339
26,12.986166841673148,3.9519594757313405e-05,71.48846188858339
27,12.986166841673148,3.9519594757313405e-05,71.48846188858339
28,12.986166841673148,3.9519594757313405e-05,71.48846188858339
29,12.986166841673148,3.9519594757313405e-05,71.48846188858339
30,12.986166841673148,3.9519594757313405e-05,71.48846188858339
31,12.451546229625675,4.015336741981399e-05,70.89272980403446
32,12.451546229625675,4.015336741981399e-05,70.89272980403446
33,12.451546229625675,4.015336741981399e-05,70.89272980403446
34,12.451546229625675,4.015336741981399e-05,70.89272980403446
35,12.451546229625675,4.015336741981399e-05,70.89272980403446
36,12.451546229625675,4.015336741981399e-05,70.89272980403446
37,12.451546229625675,4.015336741981399e-05,70.89272980403446
38,12.451546229625675,4.015336741981399e-05,70.89272980403446
39,12.451546229625675,4.015336741981399e-05,70.89272980403446
40,12.451546229625675,4.015336741981399e-05,70.89272980403446
41,12.451546229625675,4.015336741981399e-05,70.89272980403446
42,12.451546229625675,4.015336741981399e-05,70.89272980403446
43,12.451546229625675,4.015336741981399e-05,70.89272980403446
44,12.451546229625675,4.015336741981399e-05,70.89272980403446
45,12.451546229625675,4.015336741981399e-05,70.89272980403446
46,12.451546229625675,4.015336741981399e-05,70.89272980403446
47,12.451546229625675,4.015336741981399e-05,70.89272980403446
48,12.451546229625675,4.015336741981399e-05,70.89272980403446
49,12.451546229625675,4.015336741981399e-05,70.89272980403446
50,12.451546229625675,4.015336741981399e-05,70.89272980403446
51,12.451546229625675,4.015336741981399e-05,70.89272980403446
52,12.451546229625675,4.015336741981399e-05,70.89272980403446
53,12.451546229625675,4.015336741981399e-05,70.89272980403446
54,12.451546229625675,4.015336741981399e-05,70.89272980403446
55,12.451546229625675,4.015336741981399e-05,70.89272980403446
56,12.451546229625675,4.015336741981399e-05,70.89272980403446
57,12.451546229625675,4.015336741981399e-05,70.89272980403446
58,12.451546229625675,4.015336741981399e-05,70.89272980403446
59,12.451546229625675,4.015336741981399e-05,70.89272980403446
60,12.451546229625675,4.015336741981399e-05,70.89272980403446
61,12.451546229625675,4.015336741981399e-05,70.89272980403446
62,12.451546229625675,4.015336741981399e-05,70.89272980403446
63,12.451546229625675,4.015336741981399e-05,70.89272980403446
64,12.451546229625675,4.015336741981399e-05,70.89272980403446
65,12.451546229625675,4.015336741981399e-05,70.89272980403446
66,12.451546229625675,4.015336741981399e-05,70.89272980403446
67,12.451546229625675,4.015336741981399e-05,70.89272980403446
68,12.451546229625675,4.015336741981399e-05,70.89272980403446
69,12.451546229625675,4.015336741981399e-05,70.89272980403446
70,12.451546229625675,4.015336741981399e-05,70.89272980403446
71,12.451546229625675,4.015336741981399e-05,70.89272980403446
72,12.451546229625675,4.015336741981399e-05,70.89272980403446
73,12.451546229625675,4.015336741981399e-05,70.89272980403446
74,12.451546229625675,4.015336741981399e-05,70.89272980403446
75,12.451546229625675,4.015336741981399e-05,70.89272980403446
76,12.451546229625675,4.015336741981399e-05,70.89272980403446
77,12.451546229625675,4.015336741981399e-05,70.89272980403446
78,12.451546229625675,4.015336741981399e-05,70.89272980403446
79,12.451546229625675,4.015336741981399e-05,70.89272980403446
80,12.451546229625675,4.015336741981399e-05,70.89272980403446
81,12.451546229625675,4.015336741981399e-05,70.89272980403446
82,12.451546229625675,4.015336741981399e-05,70.89272980403446
83,12.451546229625675,4.015336741981399e-05,70.89272980403446
84,12.451546229625675,4.015336741981399e-05,70.89272980403446
85,12.451546229625675,4.015336741981399e-05,70.89272980403446
86,12.451546229625675,4.015336741981399e-05,70.89272980403446
87,12.451546229625675,4.015336741981399e-05,70.89272980403446
88,12.451546229625675,4.015336741981399e-05,70.89272980403446
89,12.451546229625675,4.015336741981399e-05,70.89272980403446
90,12.451546229625675,4.015336741981399e-05,70.89272980403446
91,12.451546229625675,4.015336741981399e-05,70.89272980403446
92,12.160495422845194,3.960517456882643e-05,71.85125800801943
93,12.160495422845194,3.960517456882643e-05,71.85125800801943
94,12.160495422845194,3.960517456882643e-05,71.85125800801943
95,12.160495422845194,3.960517456882643e-05,71.85125800801943
96,12.160495422845194,3.960517456882643e-05,71.85125800801943
97,12.160495422845194,3.960517456882643e-05,71.85125800801943
98,12.160495422845194,3.960517456882643e-05,71.85125800801943
