iter_times,gain(db),dc_current,phase,GBW(MHZ)
1,77.64,0.0002345,67.2136,38000000.0
2,78.57383464383754,0.00020544336346983483,64.08403040778137,40588979.562039986
3,78.57383464383754,0.00020544336346983483,64.08403040778137,40588979.562039986
4,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
5,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
6,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
7,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
8,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
9,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
10,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
11,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
12,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
13,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
14,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
15,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
16,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
17,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
18,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
19,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
20,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
21,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
22,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
23,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
24,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
25,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
26,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
27,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
28,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
29,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
30,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
31,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
32,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
33,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
34,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
35,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
36,76.44914590214037,0.00014358401787284566,107.77418745773778,10283709.049129289
37,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
38,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
39,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
40,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
41,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
42,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
43,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
44,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
45,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
46,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
47,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
48,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
49,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
50,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
51,79.96867607988136,0.000138023665485991,82.09049797399402,28616893.462885946
52,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
53,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
54,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
55,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
56,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
57,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
58,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
59,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
60,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
61,72.19941063528243,0.00013734590654532688,109.42567854078416,11205327.453149056
